id,split,wall_num,total_length,best_frame_deg,mean_residual_deg,max_residual_deg,max_adjacent_deviation_deg,non90_corner_count,atlanta_candidate,reason
fzynW3qQPVF_d45bc7c06ffe437f827edbec486589e6,train,6,26.890214,0.000,0.000,0.000,0.000,0,0,Manhattan-like
fzynW3qQPVF_dd0e9d7ceac749f2bdf420858373075f,train,14,16.337895,0.000,0.000,0.000,0.000,0,0,Manhattan-like
fzynW3qQPVF_e04ee80e0ad949b6867eb233c023f270,train,8,32.245753,0.000,0.000,0.000,0.000,0,0,Manhattan-like
fzynW3qQPVF_f7a92bfee20248cc9e083e8a1320b35b,train,4,14.941962,0.000,0.000,0.000,0.000,0,0,Manhattan-like
gTV8FGcVJC9_3d8a7ef8ace848de93dadc773b2d436d,train,8,38.062576,0.000,0.000,0.000,0.000,0,0,Manhattan-like
gTV8FGcVJC9_43e7f893153d4676a747d53ba5e8b9b7,train,4,8.280526,0.000,0.000,0.000,0.000,0,0,Manhattan-like
gTV8FGcVJC9_4c328fadee7746aaa3bc81984c4bce68,train,8,25.230224,0.000,0.000,0.000,0.000,0,0,Manhattan-like
gTV8FGcVJC9_4cc5a83b4e2d4cfbacbab1bdca3565b3,train,4,26.558034,0.000,0.000,0.000,0.000,0,0,Manhattan-like
gTV8FGcVJC9_516de75479ca4af280aefabcdf16fbc6,train,4,19.577707,0.000,0.000,0.000,0.000,0,0,Manhattan-like
gTV8FGcVJC9_79fd427050944d0488ebf017220b7ff4,train,4,19.574697,0.000,0.000,0.000,0.000,0,0,Manhattan-like
gTV8FGcVJC9_8c90120538ea4dcba0d08f680cce2c26,train,8,41.714161,0.000,0.000,0.000,0.000,0,0,Manhattan-like
gTV8FGcVJC9_d99257204fff475ab4fb92677ac86dff,train,6,30.089184,0.000,0.000,0.000,0.000,0,0,Manhattan-like
gTV8FGcVJC9_e8c287e625ed4c5eb28e1a3f0f47fef3,train,4,7.210448,0.000,0.000,0.000,0.000,0,0,Manhattan-like
gTV8FGcVJC9_edd40a635b084a9484bf1c82a5681915,train,6,11.897010,0.000,0.000,0.000,0.000,0,0,Manhattan-like
gTV8FGcVJC9_f3d73eb0331747759aa1be984ac3d545,train,10,30.177682,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_04cdd02138664b138f281bb5ad8b957f,train,12,37.289915,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_075307518bc2495498609ee2ff6dd003,train,10,41.665060,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_09032e947ac442f3bd01ad3b4f4e1b13,train,8,33.060180,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_0bc53661f71543df85e5499ea85f74c7,train,6,20.474406,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_27e1974cf8af461e90d0f5124a665654,train,10,40.559105,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_34d076b898bd4f539d5be04c0bacc57e,train,6,14.269662,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_37fc3df516b34c7b95d95c9097151ad9,train,12,31.596250,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_3a4c65b97ebb4b4fb888a262586c3fa7,train,10,19.411285,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_41f833ed92c0489bb85a911668189278,train,4,9.013490,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_433a39089bf94c7994e39d5e7115cd02,train,6,17.582072,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_4385dfc7f81c413b86bb06658c1ff5c7,train,6,12.998300,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_4dcc93d2006646e19f9b2748dcb4f860,train,6,20.187476,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_5062afb29ed34159a1e05c60e6cf6585,train,8,15.412309,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_533a4cd1505a486fa8801bb3aa38f2e3,train,4,10.306753,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_57bdea1f5113402d9b4a65450e030424,train,10,24.126053,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_5f1b89f0e0f341849fcdab381165cd26,train,6,21.190868,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_63ce2067f6dc4caab31f454f4cc5ce42,train,4,16.300571,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_6975b20fd2964adcbe00ee81f5afbb2f,train,4,10.630639,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_7d7ba5af47c84c30850af05e203342e5,train,4,13.590839,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_81309402fcf041df881e7aca01b8b4f2,train,10,29.115863,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_902b0496eeb94742995708a15c69bb26,train,8,33.511743,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_aff31ea76e864cbfa280a1d82b5e35d8,train,6,7.562628,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_b2157583eedf426383de6e6e9753a4da,train,8,38.618642,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_bc280058ef514e16860da03ecb6cdb07,train,10,35.396912,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_bf86bc749f794739a74bac109ec2f4ef,train,6,15.410601,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_c657ac66dec0483683d0d6356992b868,train,4,16.724045,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_d20808518c8d4844bb76a2e0a7b98ba4,train,10,42.488400,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_d2e778a1130d4dbfb60b503a7b528d80,train,6,13.652862,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_dd4e4342c9d849c6881d1e4ba1b816da,train,6,17.001093,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_e6ac6b13b27c41b28df5d51a7e26549d,train,6,14.663348,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_e80f0f3dbb31423d890e2c2e42759bd1,train,8,38.328117,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_f252cace47cd461c8c2277dfb9aaf9c5,train,6,13.847655,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_f9e969d895654fb5b82a1366e0b72762,train,6,20.696187,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_fae6e14f539d49e6ae5007da3497e6fa,train,6,15.413031,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_fdf3a24fdd1c41b092aa9e5ede5946d1,train,8,38.573920,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_fea557b2ef0e46929f85f0bfd71f9bdc,train,4,5.331122,0.000,0.000,0.000,0.000,0,0,Manhattan-like
i5noydFURQK_ff561930e4314f5c8af26ebaf5bed637,train,4,10.633790,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_0ed0d93b000d491585d3b8f8e6898d7c,train,6,27.604602,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_1ad107b681c74b719dc46abbe561c7b6,train,6,14.215583,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_20247bd5061d41838566259f995f9808,train,4,20.021770,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_24a2b84f0be245c9a9748fba7a52ae35,train,4,22.491629,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_2a3fd29ff11348719ff3f94d0f3eca6c,train,4,22.029153,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_4dc731735b684b21848d5528a85319a7,train,4,23.019197,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_50d87f990a7046e7922709e3534f906d,train,4,17.490599,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_58c1ee4403b241b384060e71d2cf0256,train,6,27.793036,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_6ed85dd5e7cc4aef81d4ef167ff26eca,train,4,21.855648,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_74b98484805f4ce6902f7001915b80bf,train,10,22.345545,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_8a6b9f008a624a44a911afbdfdff3480,train,4,18.991904,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_91fed30ccfab4e478b28bdf4a37e0d17,train,4,18.632759,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_972a6c55f1fd40ff8f32fab7fe82f5e7,train,6,14.724949,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_9e594d4805b94a40a8dec94fc0a1cd06,train,4,22.227222,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_a001f94d840e4acf869b3a1f3c3774f6,train,4,22.104312,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_af3558ced75c4b8a881477ffe7ad8a04,train,8,10.069024,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_c7095dfd572446d48c02d4411e685a0a,train,4,20.344055,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_ccc7d6b756d74188b10a989d2f057f6a,train,4,10.788756,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_cec1d764c63f45a59c5792b47fbf501f,train,4,18.595380,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_d6bccad7baed48caa7c559073ed8b3ad,train,6,10.784646,0.000,0.000,0.000,0.000,0,0,Manhattan-like
mJXqzFtmKg4_e2918fb638e54334b3397bf58f35e27e,train,4,10.650757,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_052a1a1019c6482a818aa10a140819b4,train,4,17.238470,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_0b7b6f0cad12468b9911290f9030ded6,train,4,22.430796,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_0d1580354e1c4907bc26f85be0fbc2e8,train,4,16.860892,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_124cb258e88347a99605655d1d69d8df,train,6,19.934159,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_17b0a62ece1a46479ad80021b5b28eee,train,10,35.544564,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_17e234c06bb34d0fada962588fa5c956,train,4,21.591201,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_1c18c47760ef40c394ac52df1d036047,train,4,16.078449,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_2f2021a5015f45b8b6a547aeef23cd7e,train,4,19.986805,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_3127cf2181e94cc1a28943f7a8524f4d,train,4,21.638149,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_3568f636692c4bfe9159ebb15e86b78d,train,6,22.613043,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_3aedda073dbe4f5f87e2d4b15c6ae8bc,train,6,17.901967,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_3f1a2b6be1e24de88510de04d889c0f4,train,4,10.050631,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_3ff975d7827d476db96e07ab050e8ede,train,6,7.863802,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_424bcb744623413f830ece5c68319d70,train,4,18.379050,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_4cbf5d7f435a47f3b84c64b336d1849f,train,4,21.267982,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_50b87256231240eeb2ccee2c6c28ec1c,train,6,21.232973,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_52b6dc08bcda470baacad3fa14ab1c6a,train,4,24.168753,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_59789f4040bd4d22bbb1f5a86ab02f2c,train,4,14.669910,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_5eb814a96e2042c9a05249f539d5645f,train,4,23.671615,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_63b19076cd83464e913e8a85424fe6c6,train,4,7.508026,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_67a7b1e21e24478a823c0fa1a6fdcdee,train,4,10.162932,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_69400f767dc44d94863191d3d10af23d,train,4,21.340426,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_6a618e4ed84d4319b4d7b7fbac725a12,train,4,20.615199,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_6a74f0c72514476bab99c998470dcab5,train,4,19.477304,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_6cbb892fd09143e3a74dd80f8725e863,train,8,36.916229,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_76cadf5502c94469a168fec4837d703c,train,4,23.374035,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_82995721c419465fb09ba983839cd046,train,4,17.970730,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_835f9d83bc6d452a97ee77b90bedeea3,train,6,6.634589,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_8653b20e39e94a58927e31f10df2282b,train,4,21.432006,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_a2829d4d7db54cc7b808206e3de88fcd,train,4,18.915998,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_b0b19f3f07b5406b990c704f6c5103a4,train,4,12.727602,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_bd12a6ea5ecc4f8e80551398b53d29b3,train,4,20.357847,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_cf221064dc0c4a8c9de21d6bc11ad65e,train,4,18.297163,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_cff8f798d8f94bf1a952534e9d54dc57,train,4,9.579039,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_d2782271d76943f095308266e43b73e1,train,4,17.599241,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_d587668328df48ff964ee1587b8c20d5,train,4,18.004747,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_e0748285f3d74e62beb4e446beb417dd,train,4,19.673367,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_e15df681de7840b5899180ce4e953be3,train,4,22.679506,0.000,0.000,0.000,0.000,0,0,Manhattan-like
oLBMNvg9in8_f3cd04221f2b427387034f09c0c9de20,train,4,19.414575,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_03a14d1a339f44d69f8b4241489a6323,train,4,10.594667,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_0e93040c3a574977ad36fa61e1d54897,train,8,20.744082,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_10ac1913d65c422ab6cbda5b9fb5fbf9,train,4,16.874682,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_130eb894f4dc4bc4929831f54445c926,train,6,21.751483,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_1bbb3bf17efd4fbea301b8f2194d15ab,train,6,17.295435,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_216f559483e047469d81c24a67801f66,train,6,17.198040,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_31086714d7104f12b1a8068066cad127,train,8,25.870513,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_4c82e62e485548a98cfbebff56f6c7d4,train,4,6.459630,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_4d0c6278077640f09dfa20ccde18bc98,train,4,12.127143,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_4ea8a0b3ea934457bfce7d1c54e256b0,train,8,20.575976,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_501146779ece478696abb65fcce6ed48,train,4,20.666134,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_5d0380959764465394f08ec32dcf04ad,train,4,16.753783,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_5ea05ade19e4462eae79d583f3656cca,train,4,15.537227,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_668ea79be07941669840dbf7fdaa03ee,train,4,7.190735,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_7913c846ee9443daafb87cab26566963,train,10,27.279896,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_874be44e813a42559bfb7f474be3497c,train,4,21.468203,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_8f32df474841499babd7656450f9cae1,train,4,17.424716,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_9928f146fa5e4de2b6482f15e79f9439,train,4,16.724934,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_a2c880331c3d4e0294d048252dca60f1,train,6,18.692866,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_a36d93ad718a4c18ae37b5b7e8b393ff,train,4,16.753638,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_a605b7adeebf49c580e5ba30e5ca025e,train,4,9.123520,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_a819af38ac3f4e54b7cdc834c04a1d05,train,4,8.225615,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_acd5131e62ab439aa224d1da37766cdb,train,4,17.145060,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_b63c954def2a4e86b44707384d727391,train,6,15.721648,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_ba4dee4c0dd9410480e5ddeb625cdc88,train,6,16.865491,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_cdda8b74dcd1460f9028b7924f9e1541,train,6,11.788323,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_cf90b02d6cdb45c480bfcdf4cbba79ac,train,6,24.723305,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_df88585cb6e44ab8a086931ae4c42988,train,4,14.915769,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_e29a9e0aed3844719148316853b3c863,train,4,22.396698,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_e4611e4d227a4a3e82a77d93640b2ce5,train,6,21.411382,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_e5a5a37f09d34dcf85d72f9ddeabce58,train,4,18.798414,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_e87237996a4e4c71a6aac65c3ef77b26,train,8,18.684454,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_eec88eb9fe534ed79ef172a3e115f54a,train,8,18.753440,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_fcf3c6b206a94032b6f02ec249a78ad3,train,4,5.171630,0.000,0.000,0.000,0.000,0,0,Manhattan-like
p5wJjkQkbXX_fdad368d493446b5a174695b65a94f56,train,6,23.975040,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_019eb9153bc6402fb99b1dcfa8bcf303,train,8,25.787733,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_1e05b7a24e664d3f98f3498d911bc48a,train,6,9.691599,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_35813823d1c6454f898ef3317c59ac18,train,4,15.952147,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_3772d953cd264ebb9ff730bde0bf842c,train,4,16.112019,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_3795d6eb668b4d8bb96961a0773b7dc5,train,4,16.402423,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_3d28c5c132ef42808a356be915ede15a,train,4,16.333631,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_413903c083d64f2696539cf9f181894e,train,4,15.938623,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_4f1ecaca2cc744b0beb75e146bc8ecc7,train,4,16.504298,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_50e0cf4daca44c7a9e2a6f6475650ca3,train,4,18.877908,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_5677b9777c454ec8861523de02346fe0,train,4,16.457135,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_74a825e3f3874a6f9141b2276038264c,train,4,16.119836,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_88f5ba9d06ac4413b1a3908af6544308,train,6,18.782558,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_8928b554a7004ef9855170e584781f31,train,8,18.862678,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_8b8826f9fea941f4b50dbb1dd5a84e92,train,4,16.587313,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_8bc03fde666a466893e069325db4a807,train,4,19.671590,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_8d58f96e32a44ff484b28fb03100a468,train,4,19.706362,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_969a8a2627f64485974d8c9cec4d79de,train,4,15.428347,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_a1bf31690a8141f5984e12ddfbf3c742,train,4,15.232745,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_a6ba3f53b7964464b23341896d3c75fa,train,10,43.224333,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_a85bf887101b49c3aee8b0da72cd4189,train,6,20.273148,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_af0e822700cd423db96624edaedbdfd4,train,4,16.283100,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_bdb1023cb7cc4ebd8245b9291fcbc1a2,train,6,20.402342,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_be3d7ae0352d481191e4c9e351e71b08,train,6,16.146620,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_ccfdfc7612ee4530887682d5e9c8e279,train,4,18.415401,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_cf08c124b70945e6bb627cf49763036b,train,4,16.227527,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_d232647532194cbba9439b465392c15f,train,6,9.393645,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_d3020d8bf0cb45fd881991cd53e38baf,train,8,22.569428,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_de655166da274d40841f1e5e488ab641,train,6,24.727650,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_dfa2911542f5487681e50e6fa1d42f87,train,4,9.851684,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_e2b769bf54424aadafe4be1ecd0d7776,train,4,16.184593,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_e57db85f00a9481787bd9c3c98453f27,train,10,26.350804,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_e67bde5935014ac7aa9ea285ddc0a2cf,train,4,14.635578,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_e6dda34693584c21b33bf327b2539740,train,6,21.848526,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_ea9fbce2e4ed4c25b4092113481536cf,train,4,15.131728,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_eb4bbb7027ad40b28d7f8ddd303b4c4f,train,4,15.536913,0.000,0.000,0.000,0.000,0,0,Manhattan-like
qoiz87JEwZ2_f7ffe000cead4fbeb5dfea758965eeea,train,4,15.832319,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r1Q1Z4BcV1o_35b3d70f47994598aedb510108752797,train,8,37.522095,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r1Q1Z4BcV1o_77cfb227d30443428d4c7787a3da713c,train,4,14.966858,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r1Q1Z4BcV1o_c9fb1bfafb2b4376a566ef79d2293925,train,4,13.813778,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r1Q1Z4BcV1o_cdf8f1073405426c88f1957b3538d4b3,train,8,30.450728,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r1Q1Z4BcV1o_d08536af13b44cf486b3d906d76cfaf8,train,6,17.627782,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r1Q1Z4BcV1o_d3f317176f3b4bd28f915bd387a716c8,train,6,23.800943,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r1Q1Z4BcV1o_ea0d50a98d7e47c9a528c364b08bfacd,train,6,17.212452,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r1Q1Z4BcV1o_f72db8cac8304a5f9e8d26835a004272,train,8,32.311700,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r47D5H71a5s_021e6fb21e5c47b587fabb26689ff55f,train,4,17.958685,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r47D5H71a5s_0beedadd4d2c4b4ab488cf246c533988,train,8,20.482515,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r47D5H71a5s_656ab180c21645e0a4cef70b95341e0a,train,6,17.221145,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r47D5H71a5s_7dcc99131ec74b968cb9d728c49220e0,train,6,33.981238,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r47D5H71a5s_954fc1d65dba428eb808fb9dce1b8a97,train,8,53.368605,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r47D5H71a5s_a0fbf9972e79491bbcbf4a6e7cf38d8a,train,6,15.611621,0.000,0.000,0.000,0.000,0,0,Manhattan-like
r47D5H71a5s_cc94b5dda437408a9a166fcdbafa2a48,train,6,16.871535,0.000,0.000,0.000,0.000,0,0,Manhattan-like
